12,997.7390841,1.662898474,22.75594651,498.1215459,Run
7,1691.449685,2.819082809,65.21644768,1020.440409,Run
35,1515.351405,2.525585675,51.11506457,514.5591019,Run
22,1433.76013,2.389600216,40.91453768,774.0366525,Run
1,1675.139475,2.791899125,56.02814964,1058.301029,Run
0,1622.563002,2.70427167,32.97443309,647.9282094,Run
2,1212.095074,2.020158457,28.13022667,191.9384637,Run
3,1007.837971,1.679729952,18.67842106,220.649593,Run
4,1031.423913,1.719039854,16.98790859,203.7991594,Run
5,1045.083123,1.741805204,14.263487,234.0992469,Run
7,1061.543574,1.769239289,15.24920347,216.8839802,Run
1,2323.431375,3.872385625,64.26755841,413.7490063,Run
13,2124.39299,3.540654984,57.18422843,481.4383025,Run
1,2032.748635,3.387914391,56.63724252,529.3706655,Run
2,2013.410903,3.355684838,42.89240405,463.6218296,Run
1,1480.086961,2.466811601,24.96941115,460.9625215,Run
1,1404.455135,2.340758558,32.92356681,620.4443816,Run
11,2563.688381,4.272813968,49.79253349,771.3728673,Run
0,2108.674991,3.514458318,47.35401013,874.0934988,Run
40,1533.169931,2.555283218,40.92216187,715.7757312,Run
57,952.7174568,1.587862428,29.03220237,109.1734599,Run
1,1605.828596,2.676380993,41.30107507,87.00039241,Run
52,1563.287806,2.605479677,47.20712758,101.5719627,Run
74,1032.219015,1.720365025,36.87795982,488.0220989,Run
1,1486.410994,2.477351656,49.46897429,1139.75308,Run
12,1363.72174,2.272869566,35.28179794,746.6073281,Run
24,1228.349364,2.04724894,30.5556101,817.8964105,Run
2,1571.147579,2.618579299,40.93204064,894.6274709,Run
2,2122.907002,3.538178337,49.49665501,1028.23359,Run
0,2169.670849,3.616118081,66.03948204,950.4220881,Run
2,1957.384103,3.262306839,48.54292365,906.7654873,Run
1,2242.113873,3.736856456,70.09641657,664.0293909,Run
