854,137,418,277,562,347,423,628,632,623
843,144,413,283,556,351,414,624,620,625
843,144,412,283,556,351,414,624,620,625
832,135,417,261,554,350,429,604,605,602
814,133,414,255,542,350,430,601,594,595
791,134,427,249,552,372,493,607,602,582
776,137,416,244,549,374,509,610,602,579
765,142,407,249,545,378,514,617,601,584
761,138,401,249,548,378,508,613,598,583
746,142,393,253,544,379,510,612,597,585
736,152,385,261,535,382,508,618,597,591
733,154,385,246,527,374,510,615,603,584
726,153,378,248,522,366,514,610,620,580
724,148,392,258,521,377,482,608,581,583
725,158,397,271,533,365,508,606,632,577
722,164,402,277,533,362,517,611,650,581
714,163,396,270,529,364,504,613,635,586
708,149,399,257,512,352,490,599,629,581
716,146,383,257,502,355,474,605,614,585
728,144,377,257,500,357,462,610,605,590
747,136,382,248,502,355,462,617,609,596
783,145,389,256,516,357,452,625,607,606
810,140,408,254,528,356,463,626,619,605
828,126,413,236,547,347,470,611,622,589
841,112,416,232,565,337,464,592,621,574
838,107,408,226,563,332,456,588,613,569
828,111,406,227,564,332,450,587,609,572
809,114,407,229,551,334,442,590,595,571
797,131,396,232,530,340,423,594,580,585
780,119,383,234,533,340,425,574,570,566
766,117,370,235,518,338,407,577,557,562
759,113,366,229,515,336,401,569,545,556
721,148,390,230,492,338,435,558,557,565
731,119,373,212,497,327,436,548,544,535
715,143,392,219,495,335,452,556,555,551
720,120,388,205,501,325,453,540,552,521
706,119,376,189,501,321,477,542,555,518
702,130,390,202,510,332,488,554,572,529
693,143,377,199,490,337,488,571,568,542
698,157,382,218,507,345,494,571,581,544
724,155,398,227,529,356,526,573,614,547
734,156,416,241,541,360,539,577,635,552
731,161,408,237,540,357,549,580,644,552
720,163,407,254,539,365,541,590,642,563
719,164,390,265,541,366,560,603,666,577
725,174,415,280,549,368,565,609,684,585
739,191,437,291,554,373,570,617,701,596
728,184,425,279,544,368,556,612,681,591
741,175,403,270,551,364,549,615,675,598
763,155,385,260,543,354,529,616,668,598
794,146,395,259,558,349,515,612,668,598
838,151,413,252,587,337,512,601,679,591
884,150,424,259,615,327,513,593,700,585
878,182,427,259,614,339,518,589,689,588
903,113,441,261,624,327,492,602,692,597
904,117,441,259,612,327,467,605,676,604
914,142,408,266,618,326,462,588,671,591
913,161,394,262,611,327,449,590,663,598
893,145,427,265,593,337,430,612,647,632
873,156,427,276,589,345,431,609,640,631
859,146,391,257,574,344,436,608,624,608
838,148,418,283,576,353,418,606,615,605
811,167,411,290,554,362,410,606,596,611
783,202,405,294,532,371,399,607,577,628
789,183,377,292,535,372,405,605,575,609
757,151,377,282,512,372,399,618,561,606
754,142,371,267,517,372,407,604,546,588
734,138,376,257,525,376,453,597,548,573
720,144,367,252,507,378,450,618,546,590
711,135,351,243,494,372,444,614,536,585
696,134,347,236,480,370,438,608,523,578
676,133,340,236,474,368,426,602,511,572
673,136,323,237,470,362,408,588,504,564
666,123,324,236,459,365,404,597,503,566
661,107,306,224,454,357,399,589,489,558
674,104,285,209,444,354,402,598,490,566
666,100,288,212,445,354,401,597,490,563
670,110,315,225,450,357,401,589,496,557
702,125,324,234,461,362,415,603,508,571
713,125,325,236,467,360,418,597,510,567
721,125,345,233,473,359,422,598,515,563
724,128,349,231,473,361,435,603,529,565
730,124,351,230,478,359,440,601,537,565
737,123,358,232,490,357,451,596,551,564
741,125,361,229,495,356,463,597,567,566
746,131,376,235,515,349,498,593,619,561
749,143,379,239,531,347,521,589,639,564
759,135,381,236,531,338,522,592,657,568
755,135,386,243,542,341,533,588,661,570
767,145,404,243,541,341,534,595,670,575
767,147,424,247,551,347,544,592,672,571
778,146,441,247,567,347,554,593,685,572
792,142,452,253,577,345,548,597,694,580
806,140,458,246,582,342,545,599,694,585
830,148,463,249,591,348,548,608,694,593
867,134,471,247,604,341,538,608,699,593
884,133,469,244,618,338,532,612,698,596
912,130,472,245,629,339,526,604,696,589
930,136,469,241,625,339,521,601,692,589
931,146,467,238,621,343,517,599,685,589
922,150,467,232,615,344,519,595,676,585
853,138,415,277,558,346,421,631,633,626
855,134,392,275,536,346,413,632,627,637
853,131,413,266,557,338,413,620,624,618
856,138,408,287,549,351,409,625,619,630
843,146,416,283,557,351,413,620,618,623
851,144,395,272,550,358,425,615,610,620
834,132,412,261,551,350,426,612,607,608
827,138,399,258,551,361,446,604,596,602
814,133,413,257,543,352,429,603,594,598
789,135,423,247,548,372,503,613,604,584
790,133,435,251,554,373,484,602,597,580
770,139,413,241,543,377,519,618,600,584
774,138,418,245,549,374,503,607,597,578
767,144,420,250,550,379,526,615,604,580
765,144,411,250,548,380,515,617,599,585
755,145,401,250,541,381,517,622,599,590
760,140,404,252,548,378,507,615,600,586
751,141,403,257,545,379,502,611,594,584
752,140,391,254,545,379,506,614,599,588
761,142,391,258,535,380,471,609,567,589
738,151,387,261,537,383,505,618,596,594
732,153,372,243,517,386,504,625,568,590
732,154,386,252,527,376,504,615,599,585
712,156,368,245,505,387,515,633,571,592
728,150,379,251,522,368,507,613,614,584
717,154,377,251,514,382,508,621,583,584
724,152,385,272,529,377,494,618,606,593
717,152,397,261,513,374,495,613,603,585
728,154,393,272,533,364,506,608,632,579
718,163,402,278,532,368,516,612,643,582
722,166,401,277,530,365,515,614,647,584
712,166,402,278,530,370,509,618,640,593
715,166,399,273,527,367,503,615,635,590
712,156,397,262,509,364,496,614,630,597
707,149,395,254,508,352,491,600,628,581
708,141,363,250,505,360,480,602,601,584
715,149,384,258,499,356,474,607,616,587
722,140,388,256,509,368,459,608,581,591
726,143,375,256,498,358,458,610,600,591
723,137,363,241,486,357,466,612,594,588
747,136,381,250,500,356,458,617,605,596
750,135,355,234,488,354,467,611,594,588
782,144,386,256,514,357,453,625,606,605
770,144,364,244,495,358,478,625,616,601
806,138,401,252,523,356,464,629,619,606
825,118,394,246,543,353,465,615,614,596
828,127,413,235,546,347,471,611,622,590
839,114,423,235,568,342,463,597,616,578
839,114,413,229,559,338,466,594,621,576
832,116,415,223,558,338,464,591,615,575
838,110,412,227,561,335,458,592,615,573
837,110,389,223,553,334,448,593,604,577
830,112,408,229,562,334,450,588,608,572
817,115,384,215,543,332,449,593,597,577
812,113,404,224,550,334,443,591,595,572
792,113,380,216,532,340,447,577,583,573
797,130,401,231,528,341,425,597,581,585
774,116,363,209,510,335,438,581,573,569
780,118,386,232,530,340,423,576,570,568
764,117,349,212,498,340,425,585,552,568
765,116,368,230,514,340,410,577,554,562
759,114,346,217,499,335,404,577,542,563
755,115,361,224,510,336,403,572,544,558
721,148,376,221,470,340,441,582,550,580
721,146,384,228,488,337,433,562,556,569
716,148,384,215,481,333,437,570,555,570
719,145,387,220,486,332,436,556,554,557
723,122,380,208,497,328,440,553,549,537
723,122,383,213,504,329,445,548,550,531
720,126,359,195,480,332,469,559,542,536
720,117,383,203,501,325,456,542,555,523
711,120,373,189,482,324,470,566,555,536
708,119,372,188,497,321,476,545,559,520
725,120,388,191,510,349,489,598,564,565
705,128,385,202,508,334,483,562,571,537
727,127,371,177,511,348,502,591,547,556
691,142,372,195,489,343,488,585,566,556
721,137,363,185,497,358,493,618,569,580
697,153,376,218,510,348,491,577,577,551
724,150,385,219,523,381,525,623,563,587
735,117,372,204,530,340,514,579,609,539
724,143,389,217,525,370,525,594,576,559
738,147,415,239,545,363,527,578,619,554
730,157,400,227,526,370,536,609,615,579
731,160,410,237,538,361,540,583,633,557
726,167,403,242,526,371,541,603,633,573
722,159,404,255,538,367,535,594,636,567
720,167,399,256,530,365,547,610,657,581
721,165,392,263,537,367,555,604,662,578
731,179,399,267,533,374,567,614,676,586
732,175,420,277,546,367,563,608,684,585
733,186,415,276,537,376,564,614,679,588
741,183,415,278,547,372,575,624,698,601
736,175,406,272,538,376,569,632,689,609
730,183,406,270,540,371,562,620,681,596
733,185,394,263,525,379,562,638,677,617
738,176,399,265,543,364,548,617,672,598
738,169,387,272,529,368,541,624,670,606
760,161,386,259,538,357,528,616,666,600
765,159,374,254,531,357,525,618,661,599
791,145,392,258,554,349,514,613,665,598
809,221,412,265,566,353,523,595,666,591
830,148,421,256,582,339,512,603,678,592
866,182,424,266,601,341,512,588,681,584
877,138,434,266,609,339,503,606,689,604
893,144,416,252,614,324,511,587,695,579
893,137,433,261,622,330,503,595,694,598
890,113,448,263,618,335,505,603,690,596
904,104,440,261,626,325,488,599,688,595
903,104,443,258,621,333,482,601,674,594
903,112,441,260,615,329,469,605,674,602
897,126,442,264,616,334,469,599,667,600
903,132,409,263,611,327,461,587,662,587
903,151,416,274,605,333,452,594,661,597
914,160,401,264,611,328,446,589,661,596
898,166,422,289,604,340,443,596,658,603
887,146,432,272,588,340,430,612,645,630
894,147,422,282,604,337,439,600,653,603
880,151,422,273,589,342,425,611,641,635
869,150,401,262,590,346,445,596,627,597
863,145,397,266,578,341,423,603,622,605
842,137,392,263,573,360,460,604,617,601
837,140,422,283,579,352,417,604,613,601
824,143,400,272,569,358,441,599,606,601
811,163,411,287,555,362,410,604,594,608
800,153,399,283,551,373,441,597,588,598
778,197,405,292,530,373,405,610,577,627
775,156,378,283,536,379,451,605,583,604
781,182,366,282,527,365,400,602,567,605
783,175,354,281,512,371,413,607,562,607
751,154,377,285,510,375,399,619,559,605
