368,266
586,408
615,676
693,663
907,379
351,285
607,418
606,655
687,660
907,377
346,284
605,415
605,652
686,655
905,370
353,275
595,413
605,659
684,660
915,371
354,275
603,412
610,653
682,652
921,377
354,279
606,413
614,650
681,648
934,382
359,270
607,412
615,656
685,656
934,385
360,265
609,408
615,653
686,652
933,387
356,266
614,649
684,648
932,385
354,269
608,407
614,647
682,646
932,384
354,270
607,408
612,647
682,648
934,390
357,273
608,409
615,646
683,649
940,397
610,411
686,653
938,397
360,270
613,411
617,649
686,651
938,395
356,267
612,408
685,651
933,416
373,248
592,394
621,660
933,415
373,247
621,658
693,640
934,416
376,248
620,658
691,638
928,396
360,263
618,654
932,402
361,262
688,656
938,403
361,267
609,415
622,651
683,652
925,403
386,253
582,393
617,654
686,634
930,387
368,262
590,413
618,659
672,655
585,395
621,654
682,633
390,258
588,399
623,655
679,634
912,381
388,257
580,398
621,661
684,640
910,379
387,254
575,396
688,641
912,380
580,395
618,662
690,641
914,372
390,245
583,393
686,636
914,366
389,247
585,390
620,654
687,633
915,344
368,251
593,403
620,653
675,644
909,338
367,253
589,401
616,651
671,641
908,361
384,247
578,389
616,650
677,629
913,342
361,254
674,645
365,254
591,401
618,656
911,345
363,253
673,645
912,350
362,252
587,402
673,647
911,372
573,386
612,648
679,628
909,369
385,245
612,641
671,622
908,358
390,247
578,386
609,648
681,628
901,361
383,243
574,385
614,653
900,368
384,243
570,383
607,650
685,635
902,373
387,246
578,383
614,645
683,630
388,248
579,390
610,649
681,634
897,363
575,391
609,652
685,639
875,348
371,258
572,409
600,659
669,653
895,358
570,388
681,637
896,359
389,253
572,390
609,653
685,638
895,365
385,251
567,387
605,650
684,636
890,366
564,383
604,647
688,634
890,367
567,382
606,644
684,630
892,368
384,248
568,382
605,643
685,630
874,354
370,254
574,403
601,658
675,651
386,248
572,381
686,631
898,370
574,383
606,643
899,371
579,386
612,644
684,629
894,374
571,383
610,645
687,629
893,376
572,384
611,642
686,626
894,378
388,246
576,384
613,640
686,624
894,373
690,622
897,376
391,249
618,645
691,626
893,378
387,247
619,649
689,631
893,380
385,250
575,392
618,652
388,256
575,394
895,379
386,255
573,392
685,631
894,379
613,647
612,652
899,381
389,260
575,393
611,652
690,636
901,381
392,259
578,391
690,635
906,379
394,260
580,394
689,636
903,379
390,253
575,390
614,651
685,632
901,378
393,252
615,649
686,629
900,377
395,254
690,631
902,378
580,387
690,629
904,375
397,247
581,384
692,627
908,383
400,247
617,643
690,623
906,378
399,247
580,382
615,642
688,621
903,378
396,250
575,383
686,620
904,382
616,645
693,623
907,381
398,248
585,385
618,644
694,623
906,380
696,623
905,379
397,246
580,383
617,644
695,623
396,246
618,643
695,621
907,388
397,244
586,382
619,641
695,619
906,390
400,242
586,381
617,639
698,617
906,389
399,243
585,381
699,618
906,391
401,246
618,640
702,619
911,396
409,248
597,385
621,638
706,617
909,395
407,246
594,383
621,637
703,615
911,392
414,248
592,384
619,637
702,616
921,365
405,252
609,395
633,650
702,643
925,362
407,252
615,395
635,650
706,643
924,363
403,256
613,397
635,646
700,640
928,363
405,254
617,395
636,646
704,640
935,369
415,253
623,395
642,649
712,644
931,369
409,250
620,391
637,649
713,643
930,368
407,253
619,394
708,643
402,254
614,395
636,644
932,372
401,254
619,395
636,647
706,642
933,372
405,255
616,396
635,647
703,642
933,373
617,397
636,645
702,641
933,375
616,397
937,379
408,253
622,398
642,648
938,380
413,254
623,398
644,648
708,645
936,380
411,253
621,397
641,649
708,646
935,381
416,250
624,395
641,648
711,645
934,380
418,251
639,649
713,646
932,378
415,250
621,395
639,651
710,647
931,376
415,251
620,396
638,654
711,650
931,374
416,251
622,396
639,654
713,649
929,372
639,653
711,648
929,371
416,253
619,397
638,651
708,647
414,253
638,652
709,647
413,256
620,399
640,651
706,646
925,370
411,254
636,654
707,648
924,370
635,653
707,647
633,651
921,368
410,252
632,649
705,643
919,366
704,646
417,248
588,385
616,637
704,618
908,390
414,249
586,384
700,617
415,252
582,384
614,641
703,622
907,387
412,252
611,636
701,619
908,389
405,248
582,381
613,638
700,620
905,389
403,251
692,630
906,387
613,649
902,389
395,247
571,387
687,634
902,392
390,251
686,637
907,394
388,251
569,394
610,665
900,395
389,259
564,396
606,661
685,646
898,410
382,260
560,397
678,647
898,411
383,269
560,405
604,663
671,649
900,421
387,267
560,406
601,663
668,649
902,423
396,279
567,413
604,656
659,645
901,430
397,277
573,422
613,671
665,654
902,433
393,285
571,426
614,669
657,653
830,329
334,313
573,405
533,666
657,651
833,320
312,320
571,410
535,667
654,649
827,346
314,321
573,411
535,668
658,650
805,432
342,316
581,415
541,665
669,651
746,463
436,310
579,418
539,651
668,637
840,324
377,321
591,398
541,664
690,658
836,283
381,323
587,395
542,661
690,657
841,254
365,323
586,398
541,667
692,661
839,231
348,324
572,398
538,670
683,657
838,225
343,323
534,673
676,660
837,230
375,320
574,394
525,668
671,660
828,222
373,312
581,394
527,662
663,653
820,204
374,309
581,392
523,662
666,651
797,186
387,294
561,401
556,657
655,650
796,183
356,305
555,413
550,679
653,661
795,169
371,304
557,683
659,665
747,191
486,300
560,408
555,675
663,666
570,304
696,301
563,419
547,662
664,665
603,287
672,311
563,420
552,664
666,666
625,262
657,328
554,666
671,667
646,248
637,331
571,425
556,669
674,669
681,229
603,324
571,419
565,667
676,667
708,205
604,325
624,406
552,672
710,666
634,267
660,306
571,654
754,176
556,315
644,397
558,659
707,660
776,153
521,313
650,394
560,657
709,658
788,123
483,306
648,388
562,649
703,649
782,106
488,308
650,385
558,644
772,102
508,310
647,385
550,645
695,649
718,128
592,321
651,397
550,654
701,661
701,137
623,323
651,407
551,663
698,668
749,122
588,331
660,408
546,661
696,664
770,117
574,328
657,404
547,663
699,662
752,123
606,325
658,404
553,661
701,662
775,111
571,325
660,402
697,663
788,101
553,325
663,403
550,660
700,658
784,98
554,327
660,407
548,663
694,661
778,103
524,287
607,405
591,657
670,656
761,113
544,284
604,402
589,656
670,654
765,99
554,307
635,412
586,668
679,675
754,111
575,311
634,420
588,677
668,683
770,124
555,339
649,434
577,670
669,685
796,103
507,347
657,442
572,678
659,692
790,120
492,347
643,445
577,688
661,688
782,132
494,351
639,447
571,688
662,691
786,151
477,362
636,451
569,694
680,695
784,169
481,365
632,452
569,696
687,694
789,197
497,386
636,457
548,691
692,693
797,197
500,392
642,458
553,680
692,684
805,212
506,391
650,459
561,690
709,692
813,216
472,378
617,453
574,698
705,686
818,229
431,359
582,448
606,710
721,680
828,248
430,365
583,454
611,712
724,684
846,270
435,379
591,458
611,705
721,688
865,283
447,400
606,467
612,698
714,692
867,304
464,405
597,470
610,709
724,698
861,317
461,396
597,473
603,713
716,702
857,319
475,428
609,477
563,687
666,706
846,320
480,433
612,480
565,683
668,704
841,323
470,437
617,479
554,670
663,701
822,334
470,438
610,477
536,669
665,704
819,321
453,433
577,483
629,691
812,325
415,415
559,486
553,698
636,705
812,328
417,414
551,480
547,703
651,706
809,330
416,413
542,472
534,688
635,697
808,329
418,413
545,473
528,691
643,703
804,330
441,417
554,474
528,684
638,702
815,319
430,416
579,469
528,679
659,698
806,321
430,419
580,472
532,681
663,700
805,321
576,473
540,686
666,699
803,330
432,422
577,471
533,680
797,332
433,425
579,470
523,668
653,698
781,341
439,428
587,472
518,659
647,695
800,340
422,421
566,473
521,673
645,698
789,342
431,421
580,469
508,664
647,696
808,325
431,425
576,467
514,658
637,695
815,324
459,433
589,463
517,651
644,691
809,339
463,435
602,460
509,646
654,692
802,341
470,436
611,462
509,645
654,690
825,319
454,428
595,452
502,651
651,693
830,312
454,420
585,453
522,662
648,689
835,306
457,412
584,448
525,656
645,684
836,306
452,407
585,445
520,655
648,683
831,314
453,412
588,447
517,658
653,686
832,318
454,413
598,449
521,660
657,688
825,330
461,420
605,450
526,646
653,679
828,331
460,415
614,452
530,656
660,683
834,316
461,412
601,450
536,659
653,683
676,405
530,428
637,477
520,639
666,679
780,348
492,423
631,463
525,646
661,679
721,372
518,430
634,476
520,645
661,682
737,362
514,438
631,479
521,638
554,448
600,439
638,500
526,645
658,680
302,589
840,404
601,492
547,684
634,672
300,588
851,398
605,489
541,688
652,676
501,464
658,435
644,499
536,658
674,668
753,369
516,433
649,479
539,645
665,678
678,408
546,436
654,490
535,652
677,683
589,474
584,438
664,497
542,649
688,682
343,529
823,374
634,502
580,706
692,718
486,489
717,396
629,508
573,702
690,720
575,502
635,404
651,500
576,682
711,720
451,542
726,400
646,501
576,684
704,720
408,528
794,399
650,517
587,707
706,720
744,402
582,415
675,501
595,689
714,717
553,527
701,419
669,524
614,701
716,720
432,542
802,458
655,546
660,720
674,720
412,556
914,420
679,541
726,720
422,551
928,425
684,545
696,720
729,720
582,494
772,444
721,541
651,705
743,720
877,313
585,423
691,479
636,685
754,709
601,447
737,409
685,517
646,705
699,720
731,362
666,407
691,505
652,699
701,720
835,305
572,393
696,489
652,688
714,720
426,550
858,437
673,553
632,720
715,720
746,423
602,477
699,545
631,705
702,720
602,503
682,475
679,568
629,719
684,720
701,462
625,483
689,559
623,709
692,720
811,389
575,486
686,533
599,688
441,547
831,470
658,573
621,720
687,720
603,506
686,493
665,577
597,720
677,720
839,374
579,498
673,540
608,690
884,349
554,503
652,538
628,687
677,715
879,343
569,513
655,542
616,676
670,714
841,318
579,467
656,518
632,691
682,720
817,322
623,480
664,522
635,694
690,371
745,491
671,552
642,720
697,720
701,361
745,495
683,554
654,720
709,720
603,410
794,477
635,575
641,720
649,392
780,487
671,569
663,720
664,365
763,483
642,569
644,720
667,720
697,371
732,496
676,556
656,720
708,720
656,367
760,492
649,562
649,720
690,333
707,474
664,547
508,494
819,494
619,601
626,720
623,720
572,456
786,501
625,601
618,720
611,720
613,417
763,521
630,607
598,720
607,428
753,523
635,618
628,720
595,720
582,445
758,520
630,620
630,720
742,519
633,606
617,720
602,720
530,470
774,503
620,614
594,720
615,382
729,511
621,596
607,720
554,437
750,488
622,588
613,720
634,720
538,440
751,480
629,584
619,720
501,475
764,462
624,578
627,720
643,720
616,331
700,488
644,552
676,720
694,269
625,490
633,542
606,720
635,292
668,480
626,551
655,282
652,476
620,542
599,720
646,720
689,258
642,489
648,549
619,706
663,719
697,251
639,477
650,541
616,705
661,712
714,250
574,470
623,538
592,699
640,712
700,252
549,463
621,532
579,706
722,259
536,458
621,522
572,708
652,712
727,261
543,454
607,519
573,713
655,715
720,274
540,444
598,509
556,712
661,716
729,276
523,439
594,510
560,708
650,708
734,282
501,439
579,508
562,706
643,708
736,284
486,430
580,501
558,707
649,705
732,283
482,425
583,496
563,706
657,702
735,286
477,416
577,494
565,709
656,702
742,282
474,410
575,492
563,711
657,698
763,280
490,449
574,510
537,669
617,691
765,281
490,447
571,506
538,668
616,689
775,298
478,436
554,513
530,719
604,713
776,296
476,447
546,516
533,710
592,706
779,298
474,451
545,519
525,714
592,715
777,307
474,446
535,514
532,720
602,713
788,311
458,446
532,517
545,720
608,719
795,319
450,450
519,514
541,719
597,712
789,334
446,448
519,515
540,720
604,712
782,350
454,441
524,512
529,720
610,712
761,350
433,446
505,521
531,720
593,712
756,351
421,445
506,518
529,719
600,709
742,350
415,449
497,513
514,709
598,705
743,345
388,417
495,496
503,701
586,713
765,356
405,467
504,512
456,716
576,720
757,342
391,449
488,508
467,720
573,720
746,345
373,437
472,501
456,720
570,719
748,347
374,437
500,502
454,717
577,717
753,338
374,439
509,502
470,720
751,332
377,436
500,496
469,720
728,324
369,373
512,475
517,699
614,711
351,498
657,409
540,519
500,712
593,720
745,318
415,416
522,486
510,701
628,705
717,336
437,424
548,491
507,697
635,714
747,326
419,413
537,490
525,706
633,704
732,342
435,428
560,500
527,703
639,714
729,355
450,434
585,502
525,697
652,715
736,356
430,436
572,507
523,705
641,719
753,344
418,426
559,500
520,712
645,714
715,360
457,452
567,513
526,709
636,720
700,363
448,449
560,509
506,692
621,718
736,345
395,416
533,489
517,697
620,719
738,346
394,415
539,490
520,697
626,718
733,347
392,411
536,489
512,699
624,720
678,380
417,417
550,493
507,691
703,360
397,416
547,492
511,693
722,343
381,407
523,491
512,705
612,720
714,352
377,407
518,492
510,704
719,347
378,405
523,492
525,704
616,718
716,350
375,410
529,492
509,698
609,720
717,350
374,408
526,491
511,698
714,350
376,411
530,492
512,697
608,720
689,364
399,417
543,494
511,692
689,349
401,405
542,489
510,692
693,362
408,433
542,500
494,688
688,347
396,402
543,487
509,692
692,349
395,399
530,490
500,693
592,720
592,420
454,414
552,507
500,690
587,720
711,344
399,426
519,500
498,700
605,713
700,339
384,396
528,484
509,691
596,720
710,330
371,388
520,482
712,333
374,386
518,483
519,697
603,715
694,351
525,485
509,690
686,350
390,397
530,486
511,691
688,359
398,401
543,489
600,720
714,360
383,402
531,485
511,688
606,718
753,366
404,462
523,507
466,715
729,377
424,469
544,514
465,709
756,362
396,461
528,503
467,713
754,363
397,461
523,504
466,711
748,363
404,465
532,504
462,707
751,362
407,465
532,507
464,711
754,365
401,468
523,506
462,703
584,720
752,371
394,464
511,506
460,704
579,720
682,421
433,482
520,525
444,702
574,720
709,389
411,476
510,515
443,700
570,720
594,413
453,478
504,525
431,691
552,720
683,355
378,451
478,502
428,691
546,711
667,366
378,459
460,505
433,686
536,708
369,531
548,516
473,583
422,720
508,720
396,568
502,530
466,598
441,720
482,720
628,452
409,519
483,569
441,705
492,720
266,576
621,505
436,599
442,720
460,720
461,491
483,516
446,583
427,720
454,720
467,495
478,518
454,583
437,720
515,473
447,509
450,569
421,720
555,454
411,500
437,559
404,720
449,720
585,433
381,494
434,551
412,720
445,720
623,424
360,508
434,553
417,688
468,522
420,499
415,569
403,720
431,720
464,511
410,498
420,566
395,720
436,720
535,481
398,505
440,568
418,703
468,720
315,577
503,492
407,581
399,720
443,720
416,525
477,505
449,568
398,719
591,407
365,486
439,540
385,712
531,441
403,494
449,548
381,716
494,720
487,453
446,499
450,560
490,720
571,436
391,492
450,544
391,717
495,720
555,448
383,492
461,544
393,709
498,720
599,403
363,476
462,528
389,716
504,720
544,426
389,474
470,536
383,713
506,720
551,422
378,477
467,537
384,707
521,440
389,480
462,544
382,710
491,720
529,464
403,476
449,551
390,720
582,433
388,479
456,543
401,717
475,474
477,478
443,561
400,720
477,720
568,414
433,472
442,544
480,720
497,441
474,475
441,552
398,720
472,720
515,382
430,414
447,516
415,713
545,350
410,407
445,506
415,708
424,474
513,464
439,550
402,719
463,720
548,409
426,468
447,533
400,708
473,720
495,464
460,478
436,542
381,691
440,707
410,512
507,472
415,551
367,700
421,708
535,392
410,472
401,532
368,712
448,720
580,343
367,462
404,525
377,719
453,720
336,455
405,527
378,715
530,344
398,464
418,535
366,717
452,720
478,353
444,456
405,544
359,720
444,720
522,311
407,463
407,540
520,299
408,464
399,537
358,720
440,720
520,291
407,456
411,533
353,720
378,374
520,432
399,548
432,720
445,316
483,438
405,540
416,337
503,432
404,544
429,720
454,316
483,439
407,538
352,720
439,720
466,311
477,447
418,539
362,720
446,720
346,411
540,416
382,554
373,720
335,418
549,418
385,557
377,720
339,414
548,424
389,552
379,720
416,720
340,411
550,418
392,555
385,720
410,720
410,720
410,720
410,720
410,720
