883,270,342,306,632,345,534,639,704,638
880,303,345,309,640,347,532,634,698,640
855,348,345,310,641,349,527,632,697,638
805,447,351,320,647,365,518,633,705,634
827,392,357,326,651,365,522,645,712,645
898,224,346,320,634,363,547,657,722,651
896,214,348,320,629,364,554,658,727,649
891,199,340,319,623,361,550,654,713,648
876,177,345,305,609,349,536,655,700,647
871,169,364,292,611,342,533,655,701,644
868,160,367,290,610,338,528,654,688,646
868,156,363,300,607,330,521,629,678,629
859,151,356,312,616,335,522,632,687,619
852,146,354,316,618,334,517,636,684,627
850,146,359,317,607,342,529,645,691,637
849,136,372,321,611,338,526,648,688,644
848,124,392,306,610,330,528,649,680,648
850,113,407,287,602,329,534,654,675,663
854,121,393,303,607,336,532,657,672,662
849,114,455,275,602,335,560,667,686,672
839,107,450,272,604,341,568,695,686,689
838,105,462,265,600,338,572,693,686,685
837,105,440,274,611,334,566,689,686,681
857,93,438,270,602,331,566,684,673,685
851,102,423,286,622,332,564,686,686,680
832,97,424,272,617,333,565,690,689,683
805,87,462,229,603,346,587,684,710,682
810,80,454,253,610,324,557,678,702,669
802,76,500,236,612,325,560,679,695,674
803,76,498,243,630,328,573,688,712,674
815,79,512,240,612,338,579,693,711,677
807,83,498,254,632,363,605,693,716,691
828,71,525,256,613,346,583,696,704,684
830,71,553,227,615,344,582,688,688,684
837,107,555,244,622,336,573,634,697,661
844,108,601,228,646,345,567,652,725,653
821,118,637,216,657,349,568,657,724,652
779,132,679,201,660,341,557,647,680,661
779,133,667,191,676,333,558,644,672,665
784,53,729,196,682,326,567,646,650,680
804,139,671,203,683,341,577,644,704,662
822,30,733,238,684,340,591,657,673,678
872,110,611,261,677,366,569,656,721,684
873,121,562,267,644,377,562,676,705,704
863,127,550,283,648,388,560,682,707,714
874,156,478,295,634,389,541,676,693,720
869,157,460,303,606,397,528,680,651,720
876,158,444,311,618,396,526,681,651,720
888,164,438,317,614,399,536,682,684,720
873,144,419,336,624,394,566,714,667,720
892,189,385,330,589,432,574,700,656,720
898,212,370,310,566,433,578,698,655,720
910,236,345,365,590,444,564,680,664,720
918,265,355,352,561,446,564,663,657,720
935,286,350,370,564,456,555,655,650,720
944,304,343,381,561,463,554,638,642,720
961,334,341,429,605,488,554,634,675,720
932,323,341,413,582,475,530,644,652,720
926,317,342,411,584,465,505,640,643,720
911,322,325,412,570,468,495,639,630,720
911,328,329,422,591,467,488,644,651,720
893,320,331,398,559,457,465,637,623,716
887,322,339,407,569,465,489,644,641,719
879,315,345,382,548,459,490,653,625,720
867,313,329,401,549,464,505,647,624,720
875,313,346,395,567,456,489,651,637,715
876,308,346,390,575,451,463,657,640,716
880,304,344,390,583,450,469,662,643,720
882,311,342,401,590,456,491,658,649,720
884,312,342,400,588,457,506,657,654,720
887,321,340,409,598,459,499,657,663,717
878,311,345,393,580,452,488,658,649,716
874,308,371,385,578,451,500,663,645,714
869,314,357,396,567,463,502,664,634,720
874,313,362,398,580,459,500,668,646,720
890,311,361,388,578,449,510,657,642,718
895,307,344,392,560,458,517,655,621,720
878,298,373,356,554,448,549,661,624,720
883,293,370,349,550,442,538,659,611,720
885,291,361,353,559,440,540,660,619,720
885,281,375,347,563,433,542,664,616,720
889,276,385,339,566,428,545,669,626,720
888,272,380,342,574,426,514,665,632,720
886,275,382,340,567,425,510,659,622,715
883,276,386,338,561,427,517,661,620,715
889,276,382,353,585,427,528,670,638,720
897,278,375,352,589,425,532,667,645,720
907,278,384,352,588,428,534,667,641,720
901,272,389,350,584,428,534,669,638,720
898,266,382,350,596,426,533,672,651,720
896,264,384,353,594,427,552,675,651,720
893,267,374,358,589,431,549,669,645,720
895,254,386,349,596,422,536,668,651,720
906,259,394,351,597,425,543,665,647,720
911,261,395,351,599,430,539,672,650,720
924,269,390,368,616,436,563,673,669,720
920,263,378,370,621,433,554,673,678,720
914,252,387,357,611,431,549,682,672,720
945,255,402,378,653,436,553,671,702,720
956,262,414,380,675,436,547,674,728,716
925,256,396,376,661,433,577,683,748,720
934,256,405,374,661,435,580,684,745,720
991,274,421,390,690,424,557,665,739,720
981,265,435,372,663,437,570,657,714,710
960,258,422,369,644,438,558,677,698,720
952,254,454,361,662,438,584,683,719,720
785,289,767,404,701,457,647,638,711,669
979,242,530,362,677,440,598,678,717,720
1004,258,522,393,707,458,638,678,772,720
999,259,506,374,686,459,654,675,752,720
985,252,513,364,678,452,631,680,740,720
971,241,506,363,696,443,604,691,752,720
964,235,525,342,671,446,617,698,731,720
969,251,495,359,679,448,595,685,730,720
957,257,483,379,668,460,593,691,731,720
949,263,490,383,689,463,600,698,750,720
954,264,482,390,685,467,598,691,746,720
939,255,512,384,686,448,596,707,739,720
926,264,505,381,685,454,593,713,742,720
924,268,517,386,686,455,609,709,751,720
921,273,501,401,701,465,612,717,774,720
922,271,523,406,702,470,625,720,774,720
904,280,518,425,719,474,597,720,791,720
896,279,534,434,735,476,576,720,799,720
899,260,546,420,727,482,626,720,793,720
785,206,479,387,635,472,552,720,644,720
769,215,481,391,643,468,543,720,644,720
768,218,473,388,623,472,545,720,637,720
776,214,468,386,625,464,547,720,640,720
782,213,462,381,618,460,533,717,622,720
795,216,457,379,614,458,545,714,630,720
805,222,451,387,610,465,536,713,625,720
807,223,448,394,613,464,526,712,624,720
812,227,454,387,605,457,502,705,616,720
809,230,448,392,606,470,514,712,613,720
823,242,455,385,598,460,509,704,613,720
822,254,443,376,581,464,513,702,612,720
824,269,434,377,571,469,510,694,609,720
832,273,416,378,583,475,509,702,615,720
832,295,403,381,577,479,501,701,613,720
808,313,401,375,555,484,516,697,602,720
785,314,401,385,547,490,514,699,593,720
821,317,364,373,553,484,502,720,610,720
774,313,374,383,540,483,484,717,590,720
764,311,371,383,522,481,487,708,577,720
761,310,371,374,514,473,485,700,574,720
754,305,370,378,515,470,489,701,580,720
745,308,349,392,525,472,477,704,607,720
767,319,327,400,533,483,459,688,610,720
777,311,326,380,523,477,461,684,599,720
782,315,328,380,534,481,472,690,617,720
790,311,329,382,540,481,476,688,629,720
826,309,341,387,551,473,482,675,637,719
818,309,350,365,532,470,500,673,619,720
820,310,352,384,553,476,500,681,641,720
818,309,356,384,566,473,513,686,669,720
827,302,354,395,570,476,498,678,656,720
833,311,358,404,581,483,494,683,661,720
822,310,357,401,566,485,484,680,631,720
816,318,358,408,573,492,494,688,648,720
844,317,385,428,630,462,456,693,688,720
812,308,372,406,573,470,472,703,634,720
801,310,381,417,571,476,471,705,612,720
801,314,381,415,576,478,475,711,619,720
797,310,371,417,572,477,477,707,625,720
791,313,362,416,564,476,464,705,615,720
782,308,365,413,559,478,475,712,620,720
785,310,360,416,556,484,483,712,612,720
781,313,360,418,561,482,468,710,608,720
777,305,359,411,546,483,477,711,605,720
781,305,361,409,550,479,478,712,614,720
781,305,360,410,552,479,477,713,615,720
781,304,359,410,551,481,467,716,607,720
779,305,361,407,559,477,465,716,616,720
777,305,360,410,566,474,473,720,656,720
779,302,353,407,563,474,480,719,656,720
776,302,356,405,560,475,493,720,669,720
775,305,352,411,558,478,469,719,638,720
788,306,353,411,565,474,463,713,637,720
785,302,350,403,561,471,476,713,651,720
779,296,356,393,541,469,461,704,614,720
796,312,328,415,536,494,453,683,598,720
792,309,327,408,532,494,457,685,595,720
781,298,345,393,531,472,459,700,604,720
786,302,341,402,548,473,439,704,617,720
789,306,341,405,554,473,446,708,622,720
786,310,351,409,562,471,431,704,620,720
785,316,353,402,553,473,443,707,635,720
783,324,357,409,567,468,429,705,628,720
795,318,351,410,561,468,413,697,610,720
791,318,349,407,560,468,421,704,630,720
800,317,350,406,560,470,437,706,629,720
803,316,346,407,557,471,439,705,630,720
780,315,350,411,553,472,431,705,613,720
782,319,340,422,554,479,405,703,593,720
754,316,358,413,528,486,428,708,572,720
